id,user_id,metric_date,login_count,feature_usage,features_used_count,support_tickets_opened,support_tickets_resolved,session_duration_minutes
744,208,2025-11-05,4,"reports,reports,notifications,dashboard,automation",5,3,0,22.0
745,209,2025-11-16,37,"analytics,reports,export",3,4,2,89.0
746,209,2025-11-20,45,"analytics,collaboration,reports,analytics,integrations,automation",6,5,0,93.0
747,210,2025-08-16,1,"collaboration,notifications,reports,search",4,4,0,12.0
748,210,2025-10-08,0,"automation,api",2,4,4,3.0
749,210,2025-06-11,0,"export,api,export",3,3,2,8.0
750,211,2024-11-02,21,"reports,integrations,integrations,automation,export,api",6,2,0,26.0
751,211,2024-09-11,35,"collaboration",1,1,0,58.0
752,212,2025-11-08,50,"dashboard,integrations,export,api,api",5,4,0,157.0
753,212,2025-11-19,29,"notifications,collaboration,automation,analytics,integrations,reports",6,1,0,50.0
754,212,2025-11-17,5,"export,collaboration,automation",3,0,0,91.0
755,212,2025-11-18,37,"analytics",1,5,1,9.0
756,212,2025-11-08,4,"dashboard,analytics,export,collaboration,search",5,4,4,107.0
757,212,2025-11-23,22,"export",1,5,1,70.0
758,213,2025-11-30,23,"export",1,5,3,13.0
759,213,2025-11-28,48,"integrations,reports,export,api,automation,collaboration,notifications",7,0,0,76.0
760,214,2025-01-20,30,"search,reports,collaboration,integrations,reports,api,search",7,1,1,48.0
761,214,2025-03-24,14,"dashboard,analytics,notifications,automation,analytics,collaboration",6,1,1,163.0
762,214,2025-04-12,40,"integrations,collaboration",2,3,0,69.0
763,214,2025-11-04,14,"analytics,search,api,dashboard,integrations",5,4,4,126.0
764,214,2025-08-11,29,"api,integrations,search,dashboard,api,automation",6,1,1,50.0
765,215,2024-10-27,39,"reports,collaboration,automation,notifications,automation",5,1,0,82.0
766,215,2025-04-07,18,"reports",1,2,2,177.0
767,216,2024-09-08,18,"dashboard,automation",2,3,3,155.0
768,216,2025-02-25,25,"collaboration,api,api,analytics,collaboration,integrations",6,3,2,42.0
769,216,2025-05-19,43,"export,export,automation,integrations",4,0,0,105.0
770,216,2025-03-29,12,"collaboration,automation,dashboard,reports,export",5,2,2,161.0
771,217,2024-08-28,18,"integrations,dashboard,automation,automation,search",5,1,1,110.0
772,217,2025-09-30,42,"export",1,5,1,55.0
773,217,2024-10-06,9,"dashboard,export",2,3,0,157.0
774,217,2024-11-22,24,"integrations,notifications,automation,api",4,5,4,131.0
775,217,2025-07-05,22,"reports,automation,api,analytics",4,5,5,93.0
776,217,2025-02-10,8,"collaboration,automation,search,api,reports,automation,analytics",7,5,4,114.0
777,218,2024-11-20,5,"export,api,notifications,dashboard,notifications,notifications,dashboard",7,4,3,3.0
778,218,2025-03-27,4,"collaboration,dashboard,notifications",3,2,0,28.0
779,219,2025-02-17,50,"analytics",1,4,0,63.0
780,219,2024-09-06,25,"notifications,export,search,automation,search,reports,notifications",7,5,5,168.0
781,219,2025-03-24,38,"notifications",1,3,1,63.0
782,220,2024-12-20,15,"analytics,integrations,notifications,reports,automation",5,5,2,128.0
783,220,2025-04-06,43,"automation",1,5,0,72.0
784,220,2024-02-14,44,"integrations,automation,integrations,collaboration,reports",5,0,0,123.0
785,220,2024-02-21,13,"search,analytics,dashboard,automation",4,2,1,18.0
786,220,2024-12-27,35,"dashboard,search,api",3,3,2,122.0
787,220,2025-06-25,2,"search,export,integrations,notifications,integrations",5,3,3,113.0
788,221,2025-08-26,2,"reports,dashboard,automation,api,notifications",5,3,1,29.0
789,221,2025-09-17,4,"export,export",2,1,0,16.0
790,221,2025-09-02,1,"notifications,dashboard,automation,analytics",4,4,0,18.0
791,222,2025-11-02,2,"api,notifications,integrations,integrations,collaboration",5,3,1,143.0
792,222,2025-04-02,5,"search,dashboard,search,integrations,analytics,notifications,notifications",7,0,0,122.0
793,223,2025-06-29,17,"api,dashboard,integrations,automation,analytics,analytics,reports",7,3,3,176.0
794,223,2025-08-10,4,"export,export,collaboration,reports",4,5,1,180.0
795,223,2025-07-29,50,"automation,analytics,dashboard",3,1,0,70.0
796,223,2025-07-24,29,"analytics,integrations,automation",3,5,1,140.0
797,223,2025-07-12,1,"dashboard,notifications,integrations,api,dashboard",5,2,1,133.0
798,223,2025-10-08,6,"dashboard,dashboard,integrations,api,integrations,reports",6,2,0,106.0
799,224,2025-07-04,48,"dashboard,dashboard,search,notifications,automation,reports",6,0,0,92.0
800,224,2025-09-25,2,"automation",1,2,1,38.0
801,225,2025-10-22,12,"api,automation,notifications,integrations,search",5,5,4,152.0
802,225,2025-11-07,41,"collaboration,notifications,analytics,automation",4,3,2,110.0
803,225,2025-10-21,18,"automation",1,1,0,168.0
804,225,2025-10-29,18,"integrations",1,0,0,53.0
805,225,2025-11-23,43,"reports,dashboard,analytics,search,notifications,notifications",6,2,2,128.0
806,226,2025-04-22,19,"integrations,reports",2,0,0,14.0
807,226,2024-10-15,13,"export,api,integrations,search,automation,integrations",6,5,5,16.0
808,226,2024-09-09,49,"search,analytics,reports,collaboration,automation,reports",6,5,4,52.0
809,226,2025-07-27,33,"automation,collaboration,export,reports",4,5,3,65.0
810,226,2024-11-30,24,"integrations,notifications,collaboration",3,4,0,12.0
811,226,2025-04-14,44,"export,notifications,analytics,export",4,1,0,83.0
812,227,2024-08-23,24,"export,export",2,5,5,124.0
813,227,2024-03-15,35,"integrations,integrations,api,reports",4,4,2,44.0
814,227,2023-02-14,39,"search,integrations,collaboration,automation,integrations,integrations",6,4,0,46.0
815,227,2025-05-14,28,"dashboard,collaboration",2,2,0,23.0
816,227,2023-10-12,31,"automation,reports,reports,reports,analytics,export,analytics",7,1,1,68.0
817,227,2025-09-26,11,"integrations,automation,dashboard,reports",4,2,1,122.0
818,228,2025-11-15,40,"integrations,reports,search,dashboard,analytics",5,2,2,48.0
819,228,2024-06-14,30,"integrations,notifications",2,4,4,119.0
820,228,2025-06-07,19,"api,collaboration",2,2,0,114.0
821,228,2024-12-11,40,"analytics,collaboration,reports",3,1,0,159.0
822,228,2025-02-03,33,"api,reports,search,notifications",4,1,1,141.0
823,228,2025-09-04,6,"dashboard,api,integrations,api,notifications,dashboard",6,2,0,100.0
824,229,2023-10-17,35,"export,integrations,reports,automation,dashboard,automation,notifications",7,0,0,106.0
825,229,2023-12-07,21,"collaboration,api,search,analytics,api,collaboration,collaboration",7,0,0,21.0
826,229,2025-09-06,19,"reports",1,5,3,155.0
827,230,2025-08-17,3,"analytics,export",2,3,2,44.0
828,230,2025-03-06,39,"search,api,automation,analytics,notifications",5,3,2,176.0
829,230,2025-04-16,13,"automation,reports",2,0,0,114.0
830,231,2025-08-19,30,"automation,api,api,collaboration",4,3,2,71.0
831,231,2025-09-11,8,"notifications",1,1,1,13.0
832,232,2024-09-29,19,"dashboard,search,export,automation,dashboard",5,4,0,109.0
833,232,2025-11-04,19,"reports,reports,export",3,5,3,76.0
834,232,2024-08-18,4,"integrations,notifications,export,integrations,dashboard,reports",6,2,1,69.0
835,232,2025-11-26,13,"notifications,analytics,reports",3,1,0,43.0
836,232,2024-04-19,41,"collaboration,reports,search,automation,reports",5,5,3,174.0
837,232,2025-10-08,44,"integrations,analytics,reports,search",4,4,1,50.0
838,233,2025-03-24,14,"collaboration,collaboration,api,search",4,4,0,174.0
839,233,2024-08-26,24,"integrations,api",2,3,2,52.0
840,233,2024-03-24,32,"collaboration,integrations,reports,export,integrations,analytics",6,3,0,80.0
841,234,2025-11-03,40,"analytics,analytics,api,collaboration,collaboration,collaboration",6,4,3,95.0
842,234,2025-10-28,44,"reports,integrations,automation,analytics",4,2,0,25.0
843,234,2025-11-18,36,"collaboration,reports",2,1,0,48.0
844,234,2025-10-18,33,"dashboard,notifications,search,analytics,api",5,2,2,34.0
845,234,2025-09-21,20,"dashboard,automation,reports,automation,integrations,api",6,3,1,49.0
846,235,2024-06-11,5,"integrations,analytics,integrations,reports",4,2,1,77.0
847,235,2024-10-14,30,"notifications,analytics,automation",3,1,0,18.0
848,236,2025-10-22,50,"api,api,search,dashboard",4,5,4,152.0
849,236,2025-01-19,50,"api,collaboration,integrations,export,analytics,collaboration",6,1,1,151.0
850,237,2025-01-21,16,"search,dashboard,automation,reports",4,4,0,52.0
851,237,2025-08-26,30,"export,notifications,dashboard,collaboration,dashboard,reports,api",7,3,0,173.0
852,237,2023-12-13,2,"integrations,collaboration,dashboard,automation",4,3,3,149.0
853,237,2025-08-08,18,"reports,collaboration",2,2,0,28.0
854,238,2024-09-26,4,"dashboard,search,dashboard,export",4,2,2,26.0
855,239,2025-06-11,35,"collaboration",1,5,4,12.0
856,239,2025-08-11,21,"integrations",1,5,2,160.0
857,239,2025-05-25,20,"reports",1,0,0,13.0
858,240,2025-10-17,4,"automation,export,reports",3,5,0,83.0
859,240,2023-09-20,3,"analytics,automation,integrations,collaboration",4,4,4,105.0
860,240,2024-06-01,37,"notifications,export,reports,search,search,reports",6,1,1,76.0
861,240,2023-04-03,17,"notifications",1,1,1,152.0
862,240,2023-08-30,5,"collaboration,search",2,4,1,136.0
863,241,2025-07-20,1,"api,notifications,dashboard,reports,reports,collaboration,dashboard",7,5,3,6.0
864,241,2025-10-04,1,"collaboration,integrations,api,dashboard,collaboration,notifications",6,3,3,10.0
865,241,2024-03-17,4,"integrations,dashboard,search,collaboration,analytics,api,search",7,2,1,24.0
866,241,2024-06-22,2,"notifications,export,analytics,notifications,integrations",5,4,4,19.0
867,241,2025-08-24,1,"analytics,automation,reports,api,dashboard,automation,analytics",7,0,0,7.0
868,242,2025-11-04,47,"search,dashboard,automation,analytics,automation",5,5,3,144.0
869,242,2025-03-20,32,"collaboration,search",2,4,2,93.0
870,242,2024-03-21,21,"dashboard,dashboard,integrations,integrations",4,5,2,152.0
871,243,2025-11-09,17,"api,reports",2,3,1,99.0
872,243,2025-10-16,37,"search,api",2,2,2,69.0
873,243,2025-10-14,38,"notifications,reports,integrations,notifications",4,0,0,132.0
874,244,2025-02-11,1,"automation,analytics,collaboration,search,collaboration",5,5,4,26.0
875,245,2025-10-13,25,"integrations",1,4,2,26.0
876,245,2025-09-28,50,"api",1,2,2,117.0
877,245,2025-11-12,9,"analytics,collaboration",2,2,1,104.0
878,245,2025-08-19,11,"export,automation",2,5,0,177.0
879,245,2025-09-20,21,"api,api,notifications,integrations,automation,reports,analytics",7,3,2,178.0
880,245,2025-09-17,38,"collaboration",1,5,2,100.0
881,246,2025-08-24,35,"notifications,analytics,export",3,3,3,149.0
882,246,2025-11-24,14,"integrations,notifications,integrations",3,4,1,13.0
883,246,2025-10-25,4,"reports,dashboard,api,collaboration",4,3,2,83.0
884,246,2025-11-21,40,"automation,dashboard,api,collaboration,analytics",5,1,1,139.0
885,246,2025-11-29,13,"reports,automation,notifications",3,5,3,161.0
886,247,2025-06-21,28,"automation",1,2,0,154.0
887,247,2025-06-19,31,"integrations,automation,automation",3,3,3,53.0
888,247,2025-08-15,21,"export,search",2,5,0,105.0
889,247,2025-08-17,15,"search,automation,reports,analytics,notifications",5,5,2,99.0
890,247,2025-06-24,44,"integrations,integrations,integrations,automation",4,0,0,177.0
891,248,2025-10-27,15,"integrations,automation,analytics,integrations",4,2,2,101.0
892,248,2025-10-16,6,"collaboration,collaboration,analytics,integrations,api",5,1,0,43.0
893,248,2025-10-07,28,"analytics,export,dashboard,api,export,api",6,1,0,7.0
894,249,2025-11-19,0,"collaboration,analytics,automation",3,0,0,24.0
895,249,2025-11-17,3,"collaboration,collaboration,export",3,0,0,17.0
896,249,2025-11-24,4,"reports,integrations,integrations,notifications,export,collaboration,collaboration",7,2,1,19.0
897,249,2025-11-18,0,"automation,reports,search,search",4,3,1,14.0
898,249,2025-11-15,5,"dashboard,export,collaboration,search",4,1,1,18.0
899,249,2025-11-30,5,"search,reports,api,notifications,dashboard",5,0,0,7.0
900,250,2025-04-01,42,"reports,automation,reports,search",4,4,4,9.0
901,250,2025-02-02,4,"collaboration,search,search,reports,analytics",5,4,4,113.0
902,250,2024-12-18,30,"collaboration,automation",2,1,0,22.0
903,250,2025-06-12,16,"api,collaboration,search,export,export",5,3,1,29.0
904,250,2025-06-19,44,"notifications,api,dashboard,reports,reports",5,3,0,95.0
905,250,2025-07-02,41,"dashboard,integrations,search,dashboard,reports,api,analytics",7,3,0,94.0
906,251,2025-04-22,22,"api",1,2,0,62.0
907,251,2025-10-15,7,"dashboard,export,notifications,notifications,reports,export",6,1,0,121.0
908,251,2025-08-10,24,"integrations,notifications",2,0,0,137.0
909,251,2025-09-01,29,"dashboard,notifications,reports",3,5,2,119.0
910,251,2025-09-08,40,"collaboration",1,1,0,166.0
911,251,2025-11-24,19,"export,integrations,collaboration,reports,collaboration,analytics,api",7,3,0,102.0
912,252,2025-10-09,21,"automation,notifications",2,1,1,130.0
913,252,2025-04-04,20,"analytics,export,api,notifications,dashboard,dashboard,export",7,0,0,103.0
914,252,2025-11-14,48,"analytics,analytics,export,collaboration,analytics",5,0,0,153.0
915,253,2025-11-07,17,"reports,analytics,search,search,export",5,1,0,162.0
916,253,2025-11-01,14,"integrations,analytics,export,integrations,search",5,2,2,155.0
917,253,2025-11-04,6,"search,collaboration,reports",3,2,0,83.0
918,253,2025-11-10,27,"analytics,reports,automation",3,0,0,32.0
919,253,2025-11-27,12,"collaboration,automation,integrations,automation,search,automation,integrations",7,5,3,55.0
920,254,2023-09-15,0,"export,reports",2,2,0,14.0
921,254,2025-02-14,4,"search,automation",2,1,1,26.0
922,254,2023-12-16,1,"automation",1,0,0,5.0
923,254,2024-01-19,5,"integrations,dashboard,api,collaboration,collaboration",5,4,4,22.0
924,254,2024-12-03,3,"collaboration",1,2,1,5.0
925,254,2023-07-03,1,"search,automation",2,0,0,7.0
926,255,2025-05-21,1,"notifications,automation,automation,analytics,export,export,collaboration",7,1,0,27.0
927,255,2025-08-13,0,"notifications,notifications,api",3,5,0,30.0
928,255,2024-10-16,3,"dashboard,api,search",3,5,4,4.0
929,256,2025-11-23,22,"analytics,api,integrations,api,analytics,search",6,2,2,96.0
930,256,2025-11-22,35,"export",1,4,3,52.0
931,256,2025-11-29,17,"api,search,export,notifications,integrations,collaboration,reports",7,4,4,38.0
932,256,2025-11-29,42,"collaboration,integrations",2,5,0,156.0
933,256,2025-11-14,50,"reports,search",2,1,0,135.0
934,257,2025-07-23,26,"reports",1,0,0,107.0
935,257,2025-01-16,26,"api,integrations,search",3,2,0,145.0
936,258,2024-04-12,28,"api,dashboard,automation",3,2,0,161.0
937,258,2024-08-29,48,"search,dashboard",2,1,1,113.0
938,258,2024-10-18,23,"api",1,5,4,93.0
939,259,2025-11-16,6,"api",1,2,2,24.0
940,259,2024-12-16,48,"notifications,collaboration,search,collaboration,reports,automation",6,5,0,108.0
941,260,2025-11-27,1,"automation,api,reports,api,notifications",5,4,3,56.0
942,260,2025-11-29,30,"analytics,export,dashboard,notifications,reports",5,3,3,39.0
943,260,2025-11-27,15,"export,notifications,integrations,reports",4,4,2,136.0
944,260,2025-11-26,2,"dashboard,dashboard,integrations,search",4,1,0,86.0
945,261,2025-06-09,36,"automation,api,export",3,3,3,32.0
946,261,2024-11-11,22,"reports,search,api,search,integrations",5,2,1,100.0
947,261,2025-03-31,6,"automation,search,api,search",4,1,0,166.0
948,261,2024-09-11,23,"collaboration,dashboard,analytics,notifications,export,dashboard",6,2,2,146.0
949,262,2024-03-25,33,"notifications",1,2,0,78.0
950,262,2025-06-03,36,"dashboard,automation,dashboard,analytics,collaboration",5,2,1,30.0
951,262,2024-02-25,15,"api,search,automation,dashboard,notifications,api,reports",7,3,1,34.0
952,263,2025-05-12,5,"integrations,automation,api,analytics,reports,reports,api",7,1,0,8.0
953,263,2025-09-06,5,"api,automation,notifications",3,3,1,7.0
954,264,2025-08-03,30,"search",1,1,0,39.0
955,264,2023-07-30,43,"api,automation,analytics,search,integrations,integrations",6,0,0,48.0
956,264,2025-09-29,42,"automation,analytics,notifications,api",4,2,2,128.0
957,264,2025-11-28,13,"notifications",1,5,0,7.0
958,264,2025-08-29,13,"export,api,export,integrations,automation,notifications,integrations",7,0,0,8.0
959,265,2025-02-25,44,"dashboard,collaboration,reports,search",4,1,0,9.0
960,265,2025-10-20,17,"collaboration",1,1,1,6.0
961,266,2025-07-08,5,"export,dashboard,export,search,search,collaboration,reports",7,5,5,22.0
962,266,2025-08-30,2,"dashboard,reports,reports,notifications,dashboard,api,collaboration",7,2,1,20.0
963,266,2025-07-16,4,"automation,collaboration,analytics",3,2,0,22.0
964,266,2025-09-20,1,"automation,search",2,4,3,22.0
965,267,2025-05-06,38,"dashboard,analytics",2,4,4,166.0
966,267,2025-11-12,44,"export,api,reports,api,automation",5,0,0,132.0
967,267,2025-06-21,46,"integrations,dashboard,api,analytics,analytics",5,1,0,73.0
968,267,2025-10-30,5,"collaboration,dashboard,export,analytics",4,5,4,175.0
969,267,2025-02-28,16,"api,export,integrations,integrations",4,4,0,94.0
970,268,2024-05-18,22,"collaboration,reports",2,3,0,72.0
971,268,2024-05-15,3,"api,collaboration,automation,export,export",5,0,0,139.0
972,268,2024-10-19,41,"api,analytics,reports,analytics",4,3,3,167.0
973,268,2024-04-11,47,"integrations,dashboard",2,1,1,180.0
974,268,2024-04-25,13,"reports,search",2,5,0,106.0
975,269,2025-08-01,1,"integrations,automation,analytics,export,analytics,search",6,1,1,3.0
976,269,2025-04-17,4,"collaboration,search,collaboration,notifications,automation,api,integrations",7,3,2,24.0
977,269,2025-10-31,0,"search,api,search,collaboration,reports",5,3,2,7.0
978,269,2025-11-13,2,"automation",1,2,0,11.0
979,269,2025-08-25,4,"automation,api,notifications,dashboard",4,0,0,23.0
980,269,2025-10-09,1,"automation,api,collaboration,api,automation,export",6,5,3,27.0
981,270,2025-11-28,1,"reports,integrations",2,5,3,10.0
982,270,2025-11-27,1,"collaboration",1,2,1,20.0
983,270,2025-11-29,0,"search",1,3,0,29.0
984,270,2025-11-29,5,"analytics,automation",2,0,0,13.0
985,271,2023-10-16,12,"integrations,analytics,collaboration",3,2,0,76.0
986,271,2025-04-15,48,"notifications",1,5,2,139.0
987,271,2024-02-12,46,"collaboration,collaboration,collaboration",3,3,3,33.0
988,271,2023-07-08,47,"integrations,export,integrations",3,2,2,49.0
989,271,2024-04-25,44,"export,automation",2,2,2,26.0
990,271,2025-10-20,34,"analytics",1,2,1,36.0
991,272,2024-09-04,43,"reports,automation,search,analytics,automation,export",6,5,3,140.0
992,272,2025-08-09,1,"integrations,integrations,notifications,integrations,export,integrations,reports",7,1,0,23.0
993,272,2024-04-21,44,"notifications,analytics",2,4,4,101.0
994,272,2024-08-25,47,"automation,collaboration,export,api,analytics,dashboard",6,1,0,49.0
995,272,2024-11-22,9,"notifications",1,0,0,16.0
996,273,2025-01-16,22,"notifications,notifications,search,collaboration,export,api,export",7,4,0,93.0
997,273,2024-11-01,47,"notifications,api,analytics,integrations,export,analytics",6,0,0,174.0
998,273,2025-08-15,10,"export",1,5,4,177.0
999,273,2025-07-19,40,"api,search,dashboard,dashboard,automation,reports",6,0,0,57.0
1000,273,2025-03-15,15,"notifications,api,collaboration,analytics,search,search",6,3,0,111.0
1001,273,2024-11-22,32,"reports,export,collaboration,dashboard,notifications",5,4,0,69.0
1002,274,2025-11-23,14,"search",1,2,2,173.0
1003,274,2025-10-23,12,"collaboration,reports,export,search,api",5,1,0,135.0
1004,275,2025-09-15,21,"search,api,automation,export,integrations",5,5,3,17.0
1005,275,2025-02-18,31,"api,automation,integrations,notifications,analytics,automation",6,1,0,89.0
1006,275,2025-01-24,31,"analytics,analytics,analytics,dashboard,api,export",6,5,1,171.0
1007,275,2025-02-27,36,"collaboration,analytics,collaboration",3,4,1,173.0
1008,275,2025-11-12,19,"notifications,automation",2,3,0,42.0
1009,276,2025-11-17,11,"reports",1,0,0,93.0
1010,276,2025-09-24,18,"export,reports,dashboard,automation,analytics",5,5,3,28.0
1011,277,2024-05-24,47,"search,automation",2,0,0,38.0
1012,277,2024-03-21,50,"search,api",2,2,0,19.0
1013,277,2024-08-03,23,"export,export,notifications,dashboard,collaboration,dashboard,dashboard",7,4,3,169.0
1014,277,2025-03-29,1,"api,automation,analytics,export,collaboration",5,1,1,17.0
1015,277,2024-10-28,12,"collaboration,notifications,api,search,integrations",5,2,2,19.0
1016,277,2023-10-14,45,"analytics",1,4,0,87.0
1017,278,2025-01-26,1,"export,api,automation",3,1,0,73.0
1018,278,2025-10-16,35,"export,notifications,analytics",3,3,0,90.0
1019,278,2025-03-30,35,"export,dashboard,reports,analytics,api,search",6,5,5,44.0
1020,278,2025-01-10,50,"automation",1,0,0,74.0
1021,278,2025-04-28,5,"export,export,analytics,analytics,export,api,search",7,0,0,13.0
1022,279,2024-07-27,1,"collaboration,reports,notifications",3,0,0,11.0
1023,279,2025-09-06,5,"integrations,export,dashboard,export,collaboration,reports",6,3,1,11.0
1024,280,2023-11-03,1,"analytics,analytics,automation,reports,integrations,dashboard,search",7,4,2,16.0
1025,280,2023-11-19,3,"notifications,collaboration",2,4,2,10.0
1026,280,2024-08-10,5,"search,collaboration,integrations",3,0,0,2.0
1027,280,2023-10-05,5,"analytics,search,analytics,export,search",5,4,3,23.0
1028,280,2025-09-11,0,"notifications,dashboard,integrations",3,2,0,5.0
1029,280,2024-10-22,0,"search,dashboard,integrations,integrations,automation,export",6,1,1,6.0
1030,281,2025-04-19,0,"notifications,search,export,analytics,collaboration,search,api",7,5,3,5.0
1031,281,2025-09-21,4,"automation",1,5,3,16.0
1032,281,2025-01-18,3,"analytics,reports,dashboard,automation,export,api,analytics",7,0,0,25.0
1033,282,2025-05-11,21,"notifications,automation,api",3,4,2,108.0
1034,282,2025-09-20,35,"export",1,3,3,5.0
1035,282,2025-10-13,19,"reports,export,integrations,api,automation",5,2,1,46.0
1036,282,2025-07-16,35,"api,api,export,api,integrations,analytics",6,4,0,125.0
1037,282,2025-09-12,47,"export,export,notifications,dashboard",4,0,0,62.0
1038,283,2024-07-13,48,"notifications,automation,notifications,reports,automation,reports",6,5,5,174.0
1039,283,2025-02-12,5,"collaboration,collaboration,api,analytics,integrations,notifications,automation",7,4,3,6.0
1040,284,2024-08-27,23,"search,analytics,reports,export,collaboration,export,collaboration",7,5,2,66.0
1041,284,2024-11-14,24,"notifications,reports,dashboard,automation,analytics,reports,dashboard",7,5,1,123.0
1042,284,2024-11-19,39,"collaboration,integrations,automation,notifications,dashboard",5,0,0,88.0
1043,284,2024-03-05,1,"integrations,analytics",2,1,1,171.0
1044,284,2024-04-03,50,"integrations,integrations,search,notifications,api",5,2,1,11.0
1045,284,2025-11-28,33,"notifications,search,automation,integrations,automation",5,4,4,36.0
1046,285,2024-01-04,23,"integrations,analytics,dashboard,reports,collaboration,export,analytics",7,4,2,131.0
1047,285,2025-07-08,14,"notifications,automation,collaboration,analytics",4,5,1,157.0
1048,286,2025-07-08,20,"collaboration,automation,search,collaboration,reports,reports,integrations",7,1,1,65.0
1049,286,2025-03-10,4,"analytics,search,analytics",3,5,2,45.0
1050,286,2024-12-25,28,"analytics",1,5,5,99.0
1051,286,2024-02-19,18,"notifications",1,5,4,87.0
1052,287,2024-12-02,0,"export,export,api",3,2,1,12.0
1053,287,2024-06-06,2,"integrations,search,integrations,collaboration,reports",5,4,1,20.0
1054,287,2024-07-15,2,"integrations,reports,search,reports,integrations,integrations,export",7,5,2,27.0
1055,288,2024-07-13,6,"integrations,notifications,dashboard,notifications,analytics,notifications",6,0,0,107.0
1056,288,2025-03-16,26,"integrations,dashboard,api,integrations,analytics,search,notifications",7,5,4,83.0
1057,288,2025-04-19,2,"integrations",1,0,0,116.0
1058,288,2025-05-09,7,"reports,automation,export,dashboard,integrations,search",6,5,5,144.0
1059,289,2025-04-06,3,"analytics,automation,collaboration,analytics,collaboration",5,5,1,26.0
1060,289,2024-08-09,0,"search,reports,analytics",3,0,0,25.0
1061,290,2025-08-06,37,"automation,automation",2,4,2,115.0
1062,290,2025-06-07,2,"analytics,analytics,notifications",3,0,0,82.0
1063,290,2025-06-07,24,"analytics",1,4,3,29.0
1064,290,2025-09-07,25,"reports,dashboard,analytics,api,automation,export",6,0,0,8.0
1065,291,2025-01-23,3,"reports,notifications,dashboard",3,2,0,16.0
1066,291,2024-05-10,1,"integrations,analytics",2,4,4,15.0
1067,291,2024-03-05,1,"analytics,automation,integrations,collaboration",4,1,0,29.0
1068,292,2025-10-14,8,"export,api,search,analytics,notifications,automation",6,3,2,178.0
1069,292,2025-10-22,14,"api,automation",2,0,0,177.0
1070,292,2025-10-11,49,"notifications,automation,reports,notifications",4,0,0,69.0
1071,293,2025-11-22,1,"export,notifications",2,3,2,9.0
1072,293,2025-02-15,4,"notifications,export",2,4,2,10.0
1073,293,2025-03-13,0,"reports,reports,dashboard,analytics,collaboration,automation,analytics",7,2,2,8.0
1074,293,2024-09-09,5,"dashboard,collaboration,export",3,2,0,22.0
1075,293,2025-01-26,1,"search,automation,automation,export,integrations,dashboard,collaboration",7,5,3,22.0
1076,293,2024-11-26,1,"search",1,0,0,3.0
1077,294,2023-09-12,1,"export,export,notifications,api",4,4,1,6.0
1078,294,2024-12-28,5,"analytics,api,export,integrations,analytics,reports,automation",7,2,0,9.0
1079,294,2025-06-18,1,"analytics,automation,automation",3,2,2,8.0
1080,294,2025-04-02,3,"integrations,analytics,export,integrations",4,1,0,25.0
1081,294,2025-10-01,3,"collaboration,export,export",3,5,2,18.0
1082,294,2025-11-05,0,"analytics,automation,analytics",3,4,1,23.0
1083,295,2025-04-14,3,"dashboard,dashboard",2,4,0,15.0
1084,295,2025-01-22,2,"integrations",1,3,1,86.0
1085,295,2025-06-17,47,"dashboard,reports,collaboration",3,4,1,61.0
1086,295,2025-05-28,23,"automation,search,integrations",3,4,1,36.0
1087,295,2025-09-30,9,"analytics,reports,automation,automation,analytics,integrations",6,2,2,129.0
1088,295,2025-02-11,43,"automation,integrations,notifications",3,1,1,158.0
1089,296,2025-11-26,20,"search,api,analytics",3,0,0,166.0
1090,296,2025-11-30,10,"analytics,notifications,integrations",3,4,4,160.0
1091,296,2025-11-27,32,"integrations",1,2,1,53.0
1092,296,2025-11-29,7,"search,reports,analytics,export",4,1,1,79.0
1093,296,2025-11-29,2,"search",1,3,1,12.0
1094,296,2025-11-28,39,"export,api,api,export,notifications",5,4,4,97.0
1095,297,2025-08-08,34,"dashboard,dashboard,dashboard,export,analytics,export,integrations",7,1,1,31.0
1096,297,2025-06-12,15,"export,analytics,notifications",3,3,0,166.0
1097,298,2023-12-13,4,"export,search",2,2,0,25.0
1098,298,2023-12-07,5,"collaboration,reports,automation",3,0,0,15.0
1099,298,2023-09-03,0,"analytics,notifications,integrations",3,0,0,8.0
1100,298,2025-04-18,5,"notifications,search",2,0,0,17.0
1101,298,2025-03-04,3,"integrations,integrations,analytics,search,automation",5,4,4,8.0
1102,299,2025-09-19,4,"export,analytics",2,1,1,9.0
1103,299,2025-11-30,4,"integrations,api,integrations,analytics,dashboard,api",6,4,0,20.0
1104,299,2025-09-02,0,"integrations,analytics,analytics,notifications,automation,search",6,4,3,10.0
1105,300,2025-10-14,41,"reports,analytics,api,dashboard,search,integrations",6,3,2,57.0
1106,300,2025-09-02,26,"collaboration",1,2,1,148.0
1107,301,2025-07-23,1,"api,integrations,dashboard,automation",4,3,2,7.0
1108,302,2025-04-09,0,"automation",1,5,5,22.0
1109,302,2024-06-20,0,"api,dashboard",2,1,0,4.0
1110,302,2024-06-10,4,"search,reports,analytics,notifications,dashboard,api,notifications",7,3,1,4.0
1111,303,2023-06-20,29,"integrations,collaboration,reports,collaboration,notifications,reports",6,1,0,111.0
1112,303,2025-09-16,32,"notifications,search,automation",3,4,4,178.0
1113,303,2024-09-20,5,"integrations,integrations",2,3,0,83.0
1114,304,2025-08-14,6,"reports,integrations",2,4,2,71.0
1115,304,2024-03-30,37,"integrations",1,4,4,63.0
